filename,ground_truth_label,model_name,detected_pattern,confidence,adherence,reasoning,raw_response,duration_seconds
DPD-wayback-MementoReplayRendererDecorator.java,decorator,gpt-5,Decorator,98,95,"MementoReplayRendererDecorator extends ReplayRendererDecorator, accepts a ReplayRenderer in its constructor, and augments behavior (sets Memento HTTP headers) before delegating to decorated.renderResource. It preserves the component interface and can be stacked with other decorators. Note: the 'Memento' here refers to the web archiving protocol, not the GoF Memento pattern.","{
  ""design_patterns"": [
    {
      ""pattern"": ""Decorator"",
      ""confidence"": 98,
      ""adherence"": 95,
      ""reason"": ""MementoReplayRendererDecorator extends ReplayRendererDecorator, accepts a ReplayRenderer in its constructor, and augments behavior (sets Memento HTTP headers) before delegating to decorated.renderResource. It preserves the component interface and can be stacked with other decorators. Note: the 'Memento' here refers to the web archiving protocol, not the GoF Memento pattern.""
    }
  ]
}",23.639275
DPD-wayback-MementoReplayRendererDecorator.java,decorator,gemini-3.0-pro,Decorator,100,100,"The class MementoReplayRendererDecorator extends a class named ReplayRendererDecorator and accepts an instance of the component interface (ReplayRenderer) in its constructor. Crucially, inside the 'renderResource' method, it executes custom logic (adding HTTP headers) and then delegates the call to the wrapped object ('decorated.renderResource(...)'). This allows behavior to be added dynamically to the wrapped object, which is the definition of the Decorator pattern. While the class name contains 'Memento', it implements the Memento Web Protocol, not the Memento Design Pattern.","```json
{
	""design_patterns"": [{
		""pattern"": ""Decorator"",
		""confidence"": 100,
		""adherence"": 100,
		""reason"": ""The class MementoReplayRendererDecorator extends a class named ReplayRendererDecorator and accepts an instance of the component interface (ReplayRenderer) in its constructor. Crucially, inside the 'renderResource' method, it executes custom logic (adding HTTP headers) and then delegates the call to the wrapped object ('decorated.renderResource(...)'). This allows behavior to be added dynamically to the wrapped object, which is the definition of the Decorator pattern. While the class name contains 'Memento', it implements the Memento Web Protocol, not the Memento Design Pattern.""
	}]
}
```",26.262334
DPD-spring-stringtemplate-StringTemplateDecoratorServlet.java,decorator,gpt-5,Factory Method,88,85,"Creation of StringTemplateViewResolver is delegated to protected createResolver(), allowing subclasses to override the instantiation. The init sequence (createResolver, initParameters, initContexts) uses this factory to supply a configurable product.","{
  ""design_patterns"": [
    {
      ""pattern"": ""Factory Method"",
      ""confidence"": 88,
      ""adherence"": 85,
      ""reason"": ""Creation of StringTemplateViewResolver is delegated to protected createResolver(), allowing subclasses to override the instantiation. The init sequence (createResolver, initParameters, initContexts) uses this factory to supply a configurable product.""
    },
    {
      ""pattern"": ""Template Method"",
      ""confidence"": 72,
      ""adherence"": 70,
      ""reason"": ""doGet defines the algorithm (resolveTemplate -> render or sendError) with overridable steps via protected hooks (resolveTemplate, viewName, getLocale, pageModel, render). Similarly, createResolver(ServletConfig) fixes the setup steps with hook methods.""
    },
    {
      ""pattern"": ""Strategy"",
      ""confidence"": 64,
      ""adherence"": 60,
      ""reason"": ""Locale resolution is delegated to a LocaleResolver obtained at runtime, encapsulating the varying algorithm for determining Locale, with a fallback to request.getLocale(). The servlet is agnostic of the concrete strategy.""
    },
    {
      ""pattern"": ""Service Locator"",
      ""confidence"": 58,
      ""adherence"": 55,
      ""reason"": ""Dependencies are retrieved from a global WebApplicationContext (getRequiredWebApplicationContext, wac.getBean), and findTemplateErrorListener encapsulates this lookup before injecting into the resolver.""
    },
    {
      ""pattern"": ""Observer"",
      ""confidence"": 47,
      ""adherence"": 45,
      ""reason"": ""An ErrorListener is registered on the resolver (setTemplateErrorListener), suggesting a subject-listener notification relationship; the notification mechanics are not shown in this snippet.""
    },
    {
      ""pattern"": ""Front Controller"",
      ""confidence"": 50,
      ""adherence"": 50,
      ""reason"": ""A single servlet acts as an entry point for its URL mapping, parses the request path, resolves a view, and renders the response, centralizing request handling for a set of requests.""
    }
  ]
}",48.988092
DPD-spring-stringtemplate-StringTemplateDecoratorServlet.java,decorator,gpt-5,Template Method,72,70,"doGet defines the algorithm (resolveTemplate -> render or sendError) with overridable steps via protected hooks (resolveTemplate, viewName, getLocale, pageModel, render). Similarly, createResolver(ServletConfig) fixes the setup steps with hook methods.","{
  ""design_patterns"": [
    {
      ""pattern"": ""Factory Method"",
      ""confidence"": 88,
      ""adherence"": 85,
      ""reason"": ""Creation of StringTemplateViewResolver is delegated to protected createResolver(), allowing subclasses to override the instantiation. The init sequence (createResolver, initParameters, initContexts) uses this factory to supply a configurable product.""
    },
    {
      ""pattern"": ""Template Method"",
      ""confidence"": 72,
      ""adherence"": 70,
      ""reason"": ""doGet defines the algorithm (resolveTemplate -> render or sendError) with overridable steps via protected hooks (resolveTemplate, viewName, getLocale, pageModel, render). Similarly, createResolver(ServletConfig) fixes the setup steps with hook methods.""
    },
    {
      ""pattern"": ""Strategy"",
      ""confidence"": 64,
      ""adherence"": 60,
      ""reason"": ""Locale resolution is delegated to a LocaleResolver obtained at runtime, encapsulating the varying algorithm for determining Locale, with a fallback to request.getLocale(). The servlet is agnostic of the concrete strategy.""
    },
    {
      ""pattern"": ""Service Locator"",
      ""confidence"": 58,
      ""adherence"": 55,
      ""reason"": ""Dependencies are retrieved from a global WebApplicationContext (getRequiredWebApplicationContext, wac.getBean), and findTemplateErrorListener encapsulates this lookup before injecting into the resolver.""
    },
    {
      ""pattern"": ""Observer"",
      ""confidence"": 47,
      ""adherence"": 45,
      ""reason"": ""An ErrorListener is registered on the resolver (setTemplateErrorListener), suggesting a subject-listener notification relationship; the notification mechanics are not shown in this snippet.""
    },
    {
      ""pattern"": ""Front Controller"",
      ""confidence"": 50,
      ""adherence"": 50,
      ""reason"": ""A single servlet acts as an entry point for its URL mapping, parses the request path, resolves a view, and renders the response, centralizing request handling for a set of requests.""
    }
  ]
}",48.988092
DPD-spring-stringtemplate-StringTemplateDecoratorServlet.java,decorator,gpt-5,Strategy,64,60,"Locale resolution is delegated to a LocaleResolver obtained at runtime, encapsulating the varying algorithm for determining Locale, with a fallback to request.getLocale(). The servlet is agnostic of the concrete strategy.","{
  ""design_patterns"": [
    {
      ""pattern"": ""Factory Method"",
      ""confidence"": 88,
      ""adherence"": 85,
      ""reason"": ""Creation of StringTemplateViewResolver is delegated to protected createResolver(), allowing subclasses to override the instantiation. The init sequence (createResolver, initParameters, initContexts) uses this factory to supply a configurable product.""
    },
    {
      ""pattern"": ""Template Method"",
      ""confidence"": 72,
      ""adherence"": 70,
      ""reason"": ""doGet defines the algorithm (resolveTemplate -> render or sendError) with overridable steps via protected hooks (resolveTemplate, viewName, getLocale, pageModel, render). Similarly, createResolver(ServletConfig) fixes the setup steps with hook methods.""
    },
    {
      ""pattern"": ""Strategy"",
      ""confidence"": 64,
      ""adherence"": 60,
      ""reason"": ""Locale resolution is delegated to a LocaleResolver obtained at runtime, encapsulating the varying algorithm for determining Locale, with a fallback to request.getLocale(). The servlet is agnostic of the concrete strategy.""
    },
    {
      ""pattern"": ""Service Locator"",
      ""confidence"": 58,
      ""adherence"": 55,
      ""reason"": ""Dependencies are retrieved from a global WebApplicationContext (getRequiredWebApplicationContext, wac.getBean), and findTemplateErrorListener encapsulates this lookup before injecting into the resolver.""
    },
    {
      ""pattern"": ""Observer"",
      ""confidence"": 47,
      ""adherence"": 45,
      ""reason"": ""An ErrorListener is registered on the resolver (setTemplateErrorListener), suggesting a subject-listener notification relationship; the notification mechanics are not shown in this snippet.""
    },
    {
      ""pattern"": ""Front Controller"",
      ""confidence"": 50,
      ""adherence"": 50,
      ""reason"": ""A single servlet acts as an entry point for its URL mapping, parses the request path, resolves a view, and renders the response, centralizing request handling for a set of requests.""
    }
  ]
}",48.988092
DPD-spring-stringtemplate-StringTemplateDecoratorServlet.java,decorator,gpt-5,Service Locator,58,55,"Dependencies are retrieved from a global WebApplicationContext (getRequiredWebApplicationContext, wac.getBean), and findTemplateErrorListener encapsulates this lookup before injecting into the resolver.","{
  ""design_patterns"": [
    {
      ""pattern"": ""Factory Method"",
      ""confidence"": 88,
      ""adherence"": 85,
      ""reason"": ""Creation of StringTemplateViewResolver is delegated to protected createResolver(), allowing subclasses to override the instantiation. The init sequence (createResolver, initParameters, initContexts) uses this factory to supply a configurable product.""
    },
    {
      ""pattern"": ""Template Method"",
      ""confidence"": 72,
      ""adherence"": 70,
      ""reason"": ""doGet defines the algorithm (resolveTemplate -> render or sendError) with overridable steps via protected hooks (resolveTemplate, viewName, getLocale, pageModel, render). Similarly, createResolver(ServletConfig) fixes the setup steps with hook methods.""
    },
    {
      ""pattern"": ""Strategy"",
      ""confidence"": 64,
      ""adherence"": 60,
      ""reason"": ""Locale resolution is delegated to a LocaleResolver obtained at runtime, encapsulating the varying algorithm for determining Locale, with a fallback to request.getLocale(). The servlet is agnostic of the concrete strategy.""
    },
    {
      ""pattern"": ""Service Locator"",
      ""confidence"": 58,
      ""adherence"": 55,
      ""reason"": ""Dependencies are retrieved from a global WebApplicationContext (getRequiredWebApplicationContext, wac.getBean), and findTemplateErrorListener encapsulates this lookup before injecting into the resolver.""
    },
    {
      ""pattern"": ""Observer"",
      ""confidence"": 47,
      ""adherence"": 45,
      ""reason"": ""An ErrorListener is registered on the resolver (setTemplateErrorListener), suggesting a subject-listener notification relationship; the notification mechanics are not shown in this snippet.""
    },
    {
      ""pattern"": ""Front Controller"",
      ""confidence"": 50,
      ""adherence"": 50,
      ""reason"": ""A single servlet acts as an entry point for its URL mapping, parses the request path, resolves a view, and renders the response, centralizing request handling for a set of requests.""
    }
  ]
}",48.988092
DPD-spring-stringtemplate-StringTemplateDecoratorServlet.java,decorator,gpt-5,Observer,47,45,"An ErrorListener is registered on the resolver (setTemplateErrorListener), suggesting a subject-listener notification relationship; the notification mechanics are not shown in this snippet.","{
  ""design_patterns"": [
    {
      ""pattern"": ""Factory Method"",
      ""confidence"": 88,
      ""adherence"": 85,
      ""reason"": ""Creation of StringTemplateViewResolver is delegated to protected createResolver(), allowing subclasses to override the instantiation. The init sequence (createResolver, initParameters, initContexts) uses this factory to supply a configurable product.""
    },
    {
      ""pattern"": ""Template Method"",
      ""confidence"": 72,
      ""adherence"": 70,
      ""reason"": ""doGet defines the algorithm (resolveTemplate -> render or sendError) with overridable steps via protected hooks (resolveTemplate, viewName, getLocale, pageModel, render). Similarly, createResolver(ServletConfig) fixes the setup steps with hook methods.""
    },
    {
      ""pattern"": ""Strategy"",
      ""confidence"": 64,
      ""adherence"": 60,
      ""reason"": ""Locale resolution is delegated to a LocaleResolver obtained at runtime, encapsulating the varying algorithm for determining Locale, with a fallback to request.getLocale(). The servlet is agnostic of the concrete strategy.""
    },
    {
      ""pattern"": ""Service Locator"",
      ""confidence"": 58,
      ""adherence"": 55,
      ""reason"": ""Dependencies are retrieved from a global WebApplicationContext (getRequiredWebApplicationContext, wac.getBean), and findTemplateErrorListener encapsulates this lookup before injecting into the resolver.""
    },
    {
      ""pattern"": ""Observer"",
      ""confidence"": 47,
      ""adherence"": 45,
      ""reason"": ""An ErrorListener is registered on the resolver (setTemplateErrorListener), suggesting a subject-listener notification relationship; the notification mechanics are not shown in this snippet.""
    },
    {
      ""pattern"": ""Front Controller"",
      ""confidence"": 50,
      ""adherence"": 50,
      ""reason"": ""A single servlet acts as an entry point for its URL mapping, parses the request path, resolves a view, and renders the response, centralizing request handling for a set of requests.""
    }
  ]
}",48.988092
DPD-spring-stringtemplate-StringTemplateDecoratorServlet.java,decorator,gpt-5,Front Controller,50,50,"A single servlet acts as an entry point for its URL mapping, parses the request path, resolves a view, and renders the response, centralizing request handling for a set of requests.","{
  ""design_patterns"": [
    {
      ""pattern"": ""Factory Method"",
      ""confidence"": 88,
      ""adherence"": 85,
      ""reason"": ""Creation of StringTemplateViewResolver is delegated to protected createResolver(), allowing subclasses to override the instantiation. The init sequence (createResolver, initParameters, initContexts) uses this factory to supply a configurable product.""
    },
    {
      ""pattern"": ""Template Method"",
      ""confidence"": 72,
      ""adherence"": 70,
      ""reason"": ""doGet defines the algorithm (resolveTemplate -> render or sendError) with overridable steps via protected hooks (resolveTemplate, viewName, getLocale, pageModel, render). Similarly, createResolver(ServletConfig) fixes the setup steps with hook methods.""
    },
    {
      ""pattern"": ""Strategy"",
      ""confidence"": 64,
      ""adherence"": 60,
      ""reason"": ""Locale resolution is delegated to a LocaleResolver obtained at runtime, encapsulating the varying algorithm for determining Locale, with a fallback to request.getLocale(). The servlet is agnostic of the concrete strategy.""
    },
    {
      ""pattern"": ""Service Locator"",
      ""confidence"": 58,
      ""adherence"": 55,
      ""reason"": ""Dependencies are retrieved from a global WebApplicationContext (getRequiredWebApplicationContext, wac.getBean), and findTemplateErrorListener encapsulates this lookup before injecting into the resolver.""
    },
    {
      ""pattern"": ""Observer"",
      ""confidence"": 47,
      ""adherence"": 45,
      ""reason"": ""An ErrorListener is registered on the resolver (setTemplateErrorListener), suggesting a subject-listener notification relationship; the notification mechanics are not shown in this snippet.""
    },
    {
      ""pattern"": ""Front Controller"",
      ""confidence"": 50,
      ""adherence"": 50,
      ""reason"": ""A single servlet acts as an entry point for its URL mapping, parses the request path, resolves a view, and renders the response, centralizing request handling for a set of requests.""
    }
  ]
}",48.988092
DPD-spring-stringtemplate-StringTemplateDecoratorServlet.java,decorator,gemini-3.0-pro,Factory Method,95,100,"The class implements the Factory Method pattern via the protected method 'createResolver()'. This method isolates the instantiation of the 'StringTemplateViewResolver'. By making this method protected and virtual, the class allows potential subclasses to override this specific method to return a subtype of 'StringTemplateViewResolver' (or a configured instance) without needing to rewrite the logic in 'createResolver(ServletConfig)' or 'init'.","```json
{
	""design_patterns"": [{
			""pattern"": ""Factory Method"",
			""confidence"": 95,
			""adherence"": 100,
			""reason"": ""The class implements the Factory Method pattern via the protected method 'createResolver()'. This method isolates the instantiation of the 'StringTemplateViewResolver'. By making this method protected and virtual, the class allows potential subclasses to override this specific method to return a subtype of 'StringTemplateViewResolver' (or a configured instance) without needing to rewrite the logic in 'createResolver(ServletConfig)' or 'init'.""
		},
		{
			""pattern"": ""Template Method"",
			""confidence"": 90,
			""adherence"": 95,
			""reason"": ""The method 'createResolver(ServletConfig)' functions as a Template Method. It defines the skeleton of the algorithm for setting up the view resolver by enforcing a specific sequence of steps: instantiation ('createResolver()'), parameter binding ('initParameters'), and context setup ('initContexts'). These steps are broken out into distinct protected methods, allowing subclasses to redefine specific steps of the initialization process without changing the overarching algorithm structure.""
		}
	]
}
```",31.987184
DPD-spring-stringtemplate-StringTemplateDecoratorServlet.java,decorator,gemini-3.0-pro,Template Method,90,95,"The method 'createResolver(ServletConfig)' functions as a Template Method. It defines the skeleton of the algorithm for setting up the view resolver by enforcing a specific sequence of steps: instantiation ('createResolver()'), parameter binding ('initParameters'), and context setup ('initContexts'). These steps are broken out into distinct protected methods, allowing subclasses to redefine specific steps of the initialization process without changing the overarching algorithm structure.","```json
{
	""design_patterns"": [{
			""pattern"": ""Factory Method"",
			""confidence"": 95,
			""adherence"": 100,
			""reason"": ""The class implements the Factory Method pattern via the protected method 'createResolver()'. This method isolates the instantiation of the 'StringTemplateViewResolver'. By making this method protected and virtual, the class allows potential subclasses to override this specific method to return a subtype of 'StringTemplateViewResolver' (or a configured instance) without needing to rewrite the logic in 'createResolver(ServletConfig)' or 'init'.""
		},
		{
			""pattern"": ""Template Method"",
			""confidence"": 90,
			""adherence"": 95,
			""reason"": ""The method 'createResolver(ServletConfig)' functions as a Template Method. It defines the skeleton of the algorithm for setting up the view resolver by enforcing a specific sequence of steps: instantiation ('createResolver()'), parameter binding ('initParameters'), and context setup ('initContexts'). These steps are broken out into distinct protected methods, allowing subclasses to redefine specific steps of the initialization process without changing the overarching algorithm structure.""
		}
	]
}
```",31.987184
